Code,Prov,Loc,EC,TA,TW,Q,Elv,SiO2,SiO4,Al,Fe,Ca,Mg,Na,K ,Li,NH3,Cl,SO4,HCO3,H2S,B,Al3+,As3+,NH4+,CO3-,F,Br,NO3,PO42-,H2S,pH
97,NTT,Toretiti,0,0,0,0,0,0,0,0,0,38,3.57,0,0,6,0,886,22,184,0,0,0,0,0,0,0,0,0,0,0,6.5
98,NTT,ex.Geyser,0,0,0,0,0,0,0,0,0,33,0.08,0,0,25,0,2983,53,42,0,0,0,0,0,0,0,0,0,0,0,7.3
99,NTT,Tokaanu,0,0,0,0,0,0,0,0,0,28,0.36,0,0,15,0,1892,62,61,0,0,0,0,0,0,0,0,0,0,0,7
910,NTT,Tokaanu,0,0,0,0,0,0,0,0,0,28,0.9,0,0,20,0,2445,48,18,0,0,0,0,0,0,0,0,0,0,0,6
911,NTT,Stream,0,0,0,0,0,0,0,0,0,8,3.13,0,0,0.1,0,21,0,46,0,0,0,0,0,0,0,0,0,0,0,0
912,NTT,arwel,0,21.8,0,0,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47
913,NTT,arwel,0,22.5,0,0,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94
914,NTT,arwel,0,23.7,0,0,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94
915,NTT,arwel,0,23.4,0,0,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43
916,NTT,arwel,0,26.6,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43
917,NTT,arwel,0,25.1,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
918,NTT,arwel,0,24.6,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54
919,NTT,arwel,0,28.8,0,0,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97
920,NTT,arwel,0,29.3,0,0,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
921,NTT,arwel,0,28.6,0,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54
922,NTT,arwel,0,31.6,0,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
923,NTT,arwel,0,28.4,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53
924,NTT,arwel,0,29.7,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28
925,NTT,arwel,0,24.6,0,0,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
926,NTT,arwel,0,25.8,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83
927,NTT,arwel,0,28,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44
928,NTT,arwel,0,28.6,0,0,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73
929,NTT,arwel,0,28.8,0,0,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57
930,NTT,arwel,0,26.5,0,0,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92
931,NTT,arwel,0,28,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56
932,NTT,arwel,0,26.4,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
933,NTT,arwel,0,28.4,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26
934,NTT,arwel,0,30.9,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
935,NTT,arwel,0,32,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54
936,NTT,arwel,0,31.8,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17
937,NTT,arwel,0,32.6,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11
938,NTT,arwel,0,25.1,0,0,1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23
939,NTT,arwel,0,24,0,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05
940,NTT,arwel,0,26.5,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84
941,NTT,arwel,0,25.7,0,0,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32
942,NTT,arwel,0,25.3,0,0,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17
943,NTT,arwel,0,25.2,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28
944,NTT,arwel,0,26.2,0,0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27
945,NTT,arwel,0,29.5,0,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33
946,NTT,arwel,0,31,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67
947,NTT,arwel,0,29.8,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15
948,NTT,arwel,0,28,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
949,NTT,arwel,0,31.1,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
950,NTT,arwel,0,31.8,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
951,NTT,arwel,0,21.8,0,0,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79
952,NTT,arwel,0,22.1,0,0,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
953,NTT,arwel,0,24.6,0,0,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16
954,NTT,arwel,0,24.6,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91
955,NTT,arwel,0,24,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08
956,NTT,arwel,0,25.5,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
957,NTT,arwel,0,26.7,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06
958,NTT,arwel,0,26.8,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84
959,NTT,arwel,0,27,0,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96
960,NTT,arwel,0,28.3,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97
961,NTT,arwel,0,34.8,0,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42
962,NTT,arwel,0,29.7,0,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77
963,NTT,arwel,0,22.9,0,0,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04
964,NTT,arwel,0,29.2,0,0,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
965,NTT,arwel,0,29.3,0,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
966,NTT,arwel,0,29.4,0,0,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
967,NTT,arwel,0,31.5,0,0,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29
968,NTT,arwel,0,25.8,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78
969,NTT,arwel,0,30.9,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33
970,NTT,arwel,0,29.3,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04
971,NTT,arwel,0,30.1,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81
972,NTT,arwel,0,21.4,0,0,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63
973,NTT,arwel,0,23.8,0,0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71
974,NTT,arwel,0,23,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05
975,NTT,arwel,0,26.4,0,0,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
976,NTT,arwel,0,24.2,0,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
977,NTT,arwel,0,26.2,0,0,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86
978,NTT,arwel,0,27.2,0,0,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35
979,NTT,arwel,0,28.7,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12
980,NTT,arwel,0,31.3,0,0,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15
981,NTT,arwel,0,30.3,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32
982,NTT,arwel,0,22.8,0,0,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
983,NTT,arwel,0,23.5,0,0,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97
984,NTT,arwel,0,24.3,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24
985,NTT,arwel,0,25.7,0,0,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94
986,NTT,arwel,0,28.4,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07
987,NTT,arwel,0,26.5,0,0,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
988,NTT,arwel,0,26.6,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14
989,NTT,arwel,0,27.5,0,0,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
990,NTT,arwel,0,27.1,0,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44
991,NTT,arwel,0,27.7,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82
992,NTT,arwel,0,17.2,0,0,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39
993,NTT,arwel,0,21.2,0,0,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74
994,NTT,arwel,0,25.7,0,0,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15
995,NTT,arwel,0,20.1,0,0,2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73
996,NTT,arwel,0,20.1,0,0,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.49
997,NTT,arwel,0,19.4,0,0,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27
998,NTT,arwel,0,18.7,0,0,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52
999,NTT,arwel,0,19.1,0,0,2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
9100,NTT,arwel,0,21.7,0,0,2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37
9101,NTT,arwel,0,22.8,0,0,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41
9102,NTT,arwel,0,26.2,0,0,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17
9103,NTT,arwel,0,26.8,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04
9104,NTT,arwel,0,25.7,0,0,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37
9105,NTT,arwel,0,24.5,0,0,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63
9106,NTT,arwel,0,25.7,0,0,1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97
9107,NTT,arwel,0,28,0,0,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97
9108,NTT,arwel,0,22,0,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01
9109,NTT,arwel,0,31.4,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58
9110,NTT,arwel,0,29.1,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54
9111,NTT,arwel,0,33.01,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71
9112,NTT,arwel,0,30.3,0,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48
9113,NTT,arwel,0,29.7,0,0,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07
9114,NTT,arwel,0,26.2,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93
9115,NTT,arwel,0,25.5,0,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02
9116,NTT,arwel,0,24,0,0,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18
9117,NTT,arwel,0,26.2,0,0,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34
9118,NTT,arwel,0,25.2,0,0,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86
9119,NTT,arwel,0,26.4,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11
9120,NTT,arwel,0,28.9,0,0,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43
9121,NTT,arwel,0,29.2,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
9122,NTT,arwel,0,29.9,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51
9123,NTT,arwel,0,31,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17
9124,NTT,arwel,0,30.5,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22
9125,NTT,arwel,0,29.4,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49
9126,NTT,arwel,0,30.8,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06
9127,NTT,arwel,0,30.2,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23
9128,NTT,arwel,0,33.5,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
9129,NTT,arwel,0,33.2,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01
9130,NTT,arwel,0,34,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63
9131,NTT,arwel,0,36.9,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2
9132,NTT,arwel,0,36.3,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75
9133,NTT,arwel,0,35.6,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27
9134,NTT,arwel,0,34.06,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24
9135,NTT,arwel,0,33.9,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98
9136,NTT,arwel,0,29.7,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56
9137,NTT,arwel,0,33.2,0,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31
9138,NTT,arwel,0,30.3,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89
9139,NTT,arwel,0,30.2,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29
1001,Jatim,AP. PADUSAN 1,2460,22,55,2,893,189.75,0,0.03,0.86,149.5,82.36,259.53,61.8,0.19,0,282.3,203.2,1029.29,0,0,0,0,6.36,0,1,0,0,0,0,6.3
1002,Jatim,AP. PADUSAN 2,2650,25,50,2,901,173.28,0,0.03,1.93,159.6,100.13,256.27,56.7,0.17,0,282.3,182.71,1135.81,0,0,0,0,5.24,0,1,0,0,0,0,5.87
1003,Jatim,AP. COBAAN ,1770,22.7,39.4,0.1,1348,141.4,0,0.03,1.29,114.2,77.86,188.28,39.5,0.12,0,211.72,160.49,815.58,0,0,0,0,0,0,0.5,0,0,0,0,6.44
1004,Jatim,AP. CANGAR 1,1240,24.1,54.1,3,1611,115.3,0,0.03,0,75.6,67.66,108.87,29.5,0.1,0,63.52,77.36,719.18,0,0,0,0,0.37,0,1,0,0,0,0,5.93
1005,Jatim,AP. CANGAR 2,850,22.3,48.3,3,1604,116.59,0,0,0,55.7,32.35,77.57,19.86,0.1,0,25,62.55,454.82,0,0,0,0,0.37,0,0.5,0,0,0,0,6
1006,Jatim,AD. PUNDAK,84,25,25,5,1589,34.8,0,0.03,0,7.21,1.81,2.36,1.59,0,0,5,2,28.39,0,0,0,0,0,0,0,0,0,0,0,7.66
1007,Jatim,SOLFATARA,0,17.2,115,0,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,Jatim,SOLFATARA,0,18.2,115,0,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,Jatim,SOLFATARA,0,19.2,115,0,3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,Jatim,SOLFATARA,0,20.2,115,0,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,Jabar,Palimanan 1,0,34,54.5,0,0,27.29,0,0,0.01,15.72,165.43,1873.4,138.6,0.09,0,2913.3,283.2,598.35,0,0.182,0,0.006,14.351,0,1.49,0,0,0,0,6.77
1012,Jabar,Palimanan 2,0,0,55.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,Jabar,Palimanan 3,0,0,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,Jabar,Palimanan 4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,Jabar,Palimanan 5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,Jabar,Gunung Kuda,0,28.9,36.2,0.3,0,128.7,0,0,0.75,9.82,30.49,146.05,6.2,0.051,0,104.5,0.9,362.09,0,0.01,0,0.001,0.417,12.48,0.01,0,0,0,0,8.36
1017,Jabar,Cipanas,0,29,36.7,0,0,43.3,0,0,21.3,14.14,20.58,8.54,2.86,0.035,0,10.1,503.5,0,0,0.01,0,0.0015,0.079,0,0.07,0,0,0,0,2.82
1018,Jabar,Kedondong Kidul,0,28,37.3,0.3,0,104.25,0,0,0.57,26.72,36.77,61.4,4.51,0.63,0,8,26.3,434.04,0,0.003,0,0.0158,0.285,0,0.01,0,0,0,0,7.31
1019,Jabar,Liang Panas,0,23.4,36.3,0.5,0,71.88,0,0,1.74,13.36,89.1,2269,113.6,0.009,0,3616,13.6,1029,0,0.075,0,0.0002,0.844,0,0.01,0,0,0,0,6.69
1020,Jabar,Palimanan 6,0,29.2,60,0,0,35.45,0,0,0.01,31.43,442.64,2939.5,113.6,0.033,0,2659,92.5,664.55,0,0.003,0,0.0002,12.382,27.74,0.01,0,0,0,0,8.62
1021,Jabar,Palimanan 7,0,27.9,30.4,0.3,0,9.74,0,0,0.02,21.22,38.65,18.42,2.5,0.033,0,9.1,167.7,112.8,0,0.003,0,0.0022,0.005,0,0.01,0,0,0,0,7.83
1022,Jabar,Anyer,0,23,40,5,0,19.52,0,0,0.09,20.33,8.9,150.16,45.67,0.09,0,172.6,26.51,270.03,0,0,0,0.006,0.167,10.42,0,0,0,0,0,8.48
1023,Jabar,Kareos,0,20,41.5,5,0,12.22,0,0,0.14,68.82,3.98,1022.59,77.33,0.947,0,493.14,268.04,1416.36,0,0,0,0.0327,0.475,65.1,0,0,0,0,0,8.53
1024,Jabar,Batukuwung 1,0,22,60.7,240,0,22.63,0,0,0.07,31.28,23.97,126.58,50.68,0.051,0,73.97,190.08,275.33,0,0.218,0,0.001,0.273,26.04,0.218,0,0,0,0,8.49
1025,Jabar,Batukuwung 2,0,22,58.1,0,0,21.35,0,0,0.4,37.54,18.76,85.03,46.13,0.035,0,123.29,35.21,312.39,0,0,0,0.0015,0.186,16.93,0,0,0,0,0,8.54
1026,Jabar,Batukuwung 3,0,0,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,Jabar,Cilenge 1,0,20,54,20,0,20.86,0,0,0.35,51.61,26.27,456.03,83.71,0.63,0,542.26,9.14,418.29,0,0.159,0,0.0158,0.508,6.51,0.159,0,0,0,0,8.47
1028,Jabar,Cilenge AD,0,0,32.1,5,0,11.7,0,0,0.07,58.65,25.3,26.49,11.03,0.009,0,123.29,23.26,264.74,0,0,0,0.0002,0.197,6.51,0,0,0,0,0,8.53
1029,Jabar,Cacaban AD,0,0,27.4,60,0,5.65,0,0,0.06,6.26,3.05,10.15,6.04,0.005,0,2.47,0.21,1416.36,0,0,0,0.0002,0.193,28.64,0,0,0,0,0,7.82
1030,Jabar,Sadatani,0,20,40.8,10,0,11.7,0,0,0.57,31.28,17.36,136.16,54.77,0.033,0,197.2,0.21,389.17,0,0.017,0,0.0002,0.159,10.42,0.017,0,0,0,0,8.49
1031,Jabar,Cilurah,0,20,49.3,20,0,7.61,0,0,0.34,54.61,38.53,1199.45,72.7,0.943,0,1380.8,0.21,309.75,0,0.312,0,0.0022,1.087,9.11,1.033,0,0,0,0,8.35
1032,Jabar,Pantai Anyer AD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,Jabar,Kajaroan,0,20,44.8,60,0,13.82,0,0,0.45,40.67,35.74,251.68,52.68,0.226,0,320.54,0.21,532.13,0,0.039,0,0.0002,2.474,19.53,0.442,0,0,0,0,8.69
1034,Jabar,Cipanas Hilir,0,20,43.1,0,0,35.43,0,0,0,7.94,11.38,19.06,9.76,0.006,0,9.58,3.29,124.4,0,0.003,0,0.0008,0.138,0.4,0.224,0,0,0,0,7.54
1035,Jabar,Ciasem AD,0,0,27.1,0,0,0,0,0,1.69,57.14,20.91,12.02,2.98,0.002,0,19.24,244,0,0,0.006,0,0.0002,0.264,0,1.34,0,0,0,0,3.28
1036,Jabar,Cileunyeup,0,20,49.5,0,0,25.28,0,0,22.27,71.43,45.79,93.42,35.67,0.05,0,38.48,269.15,237.9,0,0.001,0,0.0005,0.635,42.12,0.57,0,0,0,0,8.53
1037,Jabar,Cibubuay,0,0,38.4,0.2,0,78.78,0,0,0.05,26.1,12.97,75,0.79,0.008,0,38.27,68.75,14.18,0,0.295,0,0.005,0.048,127.83,0.403,0,0,0,0,8.45
1038,Jabar,Cimandiri Barat,0,0,42.1,1,0,78.78,0,0,0.05,28.56,3.32,87.15,0.92,0.009,0,45.72,118,9.07,0,0.322,0,0.0026,0.057,124.5,0.57,0,0,0,0,8.27
1039,Jabar,Cimandiri Timur,0,0,42.3,3,0,65.1,0,0,0.02,24.47,6.28,87.85,0.8,0.009,0,43.74,118,11.34,0,0.199,0,0.004,0.092,141.32,0.63,0,0,0,0,8.33
